Dataset,Filename,Location,Meter_#,Orientation,Transect_#,Depth (ft),coca_cover,stpu_cover,mefr_cover,Point,Focal,Neighbor.1,Neighbor.2,Neighbor.3,Neighbor.4,Neighbor.Extra,Already counted?,Comments
Naples_(04/Feb/2016),IMG_4779.CR14,Naples,10,vertical,1,38,,,,no,corynactis,coca,coca,dica,coca,N/A,neighbor 1 and 2,
Naples_(04/Feb/2016),IMG_4779.CR15,Naples,10,vertical,1,38,,,,no,corynactis,coca,coca,enco,coca,N/A,neighbor 1,
Naples_(04/Feb/2016),IMG_4779.CR16,Naples,10,vertical,1,38,,,,no,corynactis,coca,atc,coca,ygeb,N/A,neighbor 1,
Naples_(04/Feb/2016),IMG_4779.CR17,Naples,10,vertical,1,38,,,,no,corynactis,coca,enco,coca,ygeb,N/A,neighbor 1,
Naples_(04/Feb/2016),IMG_4779.CR18,Naples,10,vertical,1,38,,,,no,corynactis,coca,leid,trsp,trsp,N/A,neighbor 1,
Naples_(04/Feb/2016),IMG_4779.CR19,Naples,10,vertical,1,38,,,,no,corynactis,asha,spwo,trsp,leid,N/A,no,
Naples_(04/Feb/2016),IMG_4779.CR20,Naples,10,vertical,1,38,,,,no,corynactis,ndsh,coca,coca,N/A,N/A,no,
Naples_(04/Feb/2016),IMG_4779.CR21,Naples,10,vertical,1,38,,,,no,corynactis,hbc,ndsh,coca,ureq,N/A,no,
Naples_(04/Feb/2016),IMG_4779.CR22,Naples,10,vertical,1,38,,,,no,corynactis,coca,coca,peb,hbc,N/A,neighbor 1 and 2,
Naples_(04/Feb/2016),IMG_4779.CR23,Naples,10,vertical,1,38,,,,no,corynactis,coca,coca,trsp,N/A,N/A,neighbor 1,
Naples_(04/Feb/2016),IMG_4779.CR24,Naples,10,vertical,1,38,,,,no,corynactis,coca,coca,coca,coca,N/A,"neighbor 1, 2, 3, and 4",
Naples_(04/Feb/2016),IMG_4779.CR25,Naples,10,vertical,1,38,,,,no,corynactis,coca,hbc,bfb,teca,N/A,no,
Naples_(04/Feb/2016),IMG_4779.CR26,Naples,10,vertical,1,38,,,,no,corynactis,coca,hbc,plsp,trsp,N/A,neighbor 1,
Naples_(04/Feb/2016),IMG_4779.CR27,Naples,10,vertical,1,38,,,,no,corynactis,bune,satr,coca,N/A,N/A,no,
Naples_(04/Feb/2016),IMG_4779.CR28,Naples,10,vertical,1,38,,,,no,corynactis,coca,coca,clsp,N/A,N/A,neighbor 1,
Naples_(04/Feb/2016),IMG_4779.CR29,Naples,10,vertical,1,38,,,,no,corynactis,coca,satr,hbc,clsp,N/A,neighbor 1,
Naples_(04/Feb/2016),IMG_4779.CR30,Naples,10,vertical,1,38,,,,no,corynactis,clsp,plsp,ndsh,N/A,N/A,no,
Naples_(04/Feb/2016),IMG_4779.CR31,Naples,10,vertical,1,38,,,,no,corynactis,hbc,bdt,coca,N/A,N/A,no,
Naples_(04/Feb/2016),IMG_4779.CR32,Naples,10,vertical,1,38,,,,no,corynactis,coca,plsp,N/A,N/A,N/A,neighbor 1,
Naples_(04/Feb/2016),IMG_4779.CR33,Naples,10,vertical,1,38,,,,no,corynactis,atc,hbc,mefr,trsp,N/A,no,
Naples_(04/Feb/2016),IMG_4779.CR34,Naples,10,vertical,1,38,,,,no,corynactis,agla,enco,coca,N/A,N/A,no,
Naples_(04/Feb/2016),IMG_4779.CR35,Naples,10,vertical,1,38,,,,no,corynactis,coca,coca,trsp,N/A,N/A,neighbor 1 and 2,
Naples_(04/Feb/2016),IMG_4779.CR36,Naples,10,vertical,1,38,,,,no,corynactis,coca,trsp,trsp,N/A,N/A,neighbor 1,
Naples_(04/Feb/2016),IMG_4779.CR37,Naples,10,vertical,1,38,,,,no,corynactis,coca,coca,hbc,plsp,N/A,neighbor 1 and 2,
Naples_(04/Feb/2016),IMG_4779.CR38,Naples,10,vertical,1,38,,,,no,corynactis,coca,bune,hbc,N/A,N/A,neighbor 1,
Naples_(04/Feb/2016),IMG_4779.CR39,Naples,10,vertical,1,38,,,,no,mesocentrotus,coca,teca,spwo,asha,N/A,neighbor 1,
Naples_(04/Feb/2016),IMG_4779.CR40,Naples,10,vertical,1,38,,,,no,mesocentrotus,coca,ureq,oes,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,15,0,0,no,corynactis,coca,atc,ureq,fi,N/A,no,10/56 coca data collected
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,fi,wasu,fi,atc,N/A,no,8/8 mefr data collected
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,coca,lenu,ureq,coca,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,coca,hbc,coca,cbb,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,coca,coca,coca,fi,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,coca,enco,oes,enco,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,coca,ndsh,era,N/A,N/A,no,
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,coca,clgr,stos,stmo,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,coca,hbc,atc,atc,N/A,no,
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,atc,atc,atc,stos,N/A,no,
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,coca,cbb,era,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,coca,enco,retu,hbc,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,sh,cesp,wasu,enco,N/A,no,
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,cbb,hbc,enco,oes,N/A,no,
Naples_(10/June/2015),IMG_2935.CR2,Naples,2,horizontal,1,32,,,,no,corynactis,cbb,enco,retu,enco,N/A,no,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,17,0,0,no,corynactis,coca,hbc,coca,N/A,N/A,no,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,coca,rh,atc,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,atc,atc,ndsh,N/A,N/A,no,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,wasu,wasu,hbc,N/A,N/A,no,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,wasu,lafa,hbc,wasu,N/A,no,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,ndsh,hbc,atc,hbc,N/A,no,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,coca,hbc,hbc,rh,N/A,no,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,coca,hbc,oes,rh,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,pami,rh,hbc,coca,N/A,no,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,coca,coca,coca,N/A,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,coca,pami,trsp,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,hbc,dili,cbb,N/A,N/A,no,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,coca,coca,trsp,pami,N/A,no,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,coca,coca,cbb,enco,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,coca,coca,leel,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,coca,cbb,rh,hbc,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2943.CR2,Naples,5,horizontal,1,34,,,,no,corynactis,coca,atc,cbb,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2946.CR2,Naples,6,horizontal,1,38,2,0,0,no,corynactis,retu,hbc,enco,retu,N/A,no,
Naples_(10/June/2015),IMG_2946.CR2,Naples,6,horizontal,1,38,,,,no,corynactis,cbb,cesp,enco,retu,N/A,no,
Naples_(10/June/2015),IMG_2945.CR2,Naples,6,horizontal,1,38,2,0,0,no,corynactis,cesp,enco,cbb,cesp,N/A,no,
Naples_(10/June/2015),IMG_2945.CR2,Naples,6,horizontal,1,38,,,,no,corynactis,retu,cesp,cesp,N/A,N/A,no,
Naples_(10/June/2015),IMG_2949.CR2,Naples,7,horizontal,1,39,2,0,0,no,corynactis,hbc,hbc,cbb,N/A,N/A,no,
Naples_(10/June/2015),IMG_2949.CR2,Naples,7,horizontal,1,39,,,,no,corynactis,hbc,cbb,hbc,rh,N/A,no,
Naples_(10/June/2015),IMG_2958.CR2,Naples,11,horizontal,1,40,3,0,0,no,corynactis,hbc,mapy,mapy,hbc,N/A,no,
Naples_(10/June/2015),IMG_2958.CR2,Naples,11,horizontal,1,40,,,,no,corynactis,enco,mapy,mapy,hbc,N/A,no,
Naples_(10/June/2015),IMG_2958.CR2,Naples,11,horizontal,1,40,,,,no,corynactis,ndsh,enco,rh,ha,N/A,no,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,24,0,2,no,corynactis,coca,seca,enco,N/A,N/A,no,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,enco,deli,N/A,N/A,no,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,atc,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,enco,cbb,coca,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,atc,coca,cbb,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,cbb,meca,N/A,no,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,mefr,coca,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,atc,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,coca,N/A,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,mefr,N/A,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,cbb,ndsh,N/A,no,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,diun,coca,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,meca,cbb,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,ndsh,cbb,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,ndsh,seca,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,bune,cesp,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,coca,dili,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,lenu,coca,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,deli,cbb,diun,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,cesp,bune,casp,N/A,no,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,coca,cesp,cesp,N/A,no,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,atc,coca,cesp,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,corynactis,coca,cbb,cbb,deli,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,mesocentrotus,seca,enco,ndsh,cbb,N/A,no,
Naples_(10/June/2015),IMG_2964.CR2,Naples,3,horizontal,2,26,,,,no,mesocentrotus,coca,coca,atc,N/A,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,11,0,3,no,corynactis,rh,hbc,deli,N/A,N/A,no,
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,,,,no,corynactis,coca,wasu,hbc,rh,N/A,no,
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,,,,no,corynactis,coca,coca,rh,N/A,N/A,no,
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,,,,no,corynactis,coca,coca,coca,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,,,,no,corynactis,coca,satr,mefr,coca,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,,,,no,corynactis,coca,coca,coca,mefr,N/A,"neighbor 1, 2, and 3",
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,,,,no,corynactis,coca,satr,wasu,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,,,,no,corynactis,coca,wasu,wasu,N/A,N/A,no,
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,,,,no,corynactis,coca,wasu,wasu,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,,,,no,corynactis,wasu,coca,wasu,atc,N/A,no,
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,,,,no,corynactis,coca,wasu,wasu,wasu,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,,,,no,mesocentrotus,coca,same organism,same organism,wasu,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,,,,no,mesocentrotus,same organism,coca,mapy,seb,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2981.CR2,Naples,11,vertical,2,25,,,,no,mesocentrotus,same organism,mapy,peb,wasu,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2983.CR2,Naples,1,vertical,3,39,5,0,1,no,corynactis,cbb,cesp,hbc,hbc,N/A,no,
Naples_(10/June/2015),IMG_2983.CR2,Naples,1,vertical,3,39,,,,no,corynactis,hbc,retu,cesp,agla,N/A,no,
Naples_(10/June/2015),IMG_2983.CR2,Naples,1,vertical,3,39,,,,no,corynactis,mapy,hbc,hbc,cesp,N/A,no,
Naples_(10/June/2015),IMG_2983.CR2,Naples,1,vertical,3,39,,,,no,corynactis,deli,teca,deli,N/A,N/A,no,
Naples_(10/June/2015),IMG_2983.CR2,Naples,1,vertical,3,39,,,,no,corynactis,hbc,hbc,hbc,N/A,N/A,no,
Naples_(10/June/2015),IMG_2983.CR2,Naples,1,vertical,3,39,,,,no,mesocentrotus,hbc,hbc,cbb,N/A,N/A,no,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,31,0,12,no,corynactis,coca,cesp,sa,baro,N/A,no,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,cbb,baro,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,cbb,coca,cesp,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,deli,N/A,N/A,no,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,wasu,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,era,coca,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,deli,pean,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,coca,sa,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,stw,wasu,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,coca,stw,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,era,coca,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,hbc,coca,scco,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,coca,coca,N/A,"neighbor 1, 2, and 3",
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,scco,stw,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,mefr,hbc,hbc,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,era,coca,coca,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,retu,mefr,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,coca,mefr,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,coca,coca,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,mefr,wasu,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,coca,wasu,era,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,mefr,mefr,coca,wasu,N/A,no,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,corynactis,coca,wasu,trsp,wasu,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,mesocentrotus,coca,wasu,retu,era,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,mesocentrotus,wasu,hbc,wasu,N/A,N/A,no,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,mesocentrotus,ndsh,retu,retu,wasu,N/A,no,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,mesocentrotus,same organism,same organism,retu,retu,N/A,no,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,mesocentrotus,same organism,same organism,enco,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,mesocentrotus,same organism,coca,same organism,same organism,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,mesocentrotus,same organism,same organism,same organism,N/A,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,mesocentrotus,same organism,coca,same organism,same organism,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,mesocentrotus,same organism,same organism,same organism,N/A,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,mesocentrotus,same organism,coca,coca,same organism,N/A,"neighbor 1, 2, and 3",
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,mesocentrotus,same organism,same organism,same organism,N/A,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2980.CR2,Naples,10,horizontal,2,25,,,,no,mesocentrotus,same organism,coca,wasu,N/A,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,17,0,18,no,corynactis,atc,coca,mefr,ndsh,N/A,no,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,coca,coca,mefr,pean,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,ndsh,pean,wasu,N/A,N/A,no,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,coca,dili,plsp,atc,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,mefr,enco,plsp,atc,N/A,no,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,peb,atc,N/A,N/A,N/A,no,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,atc,enco,mefr,coca,N/A,no,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,coca,mefr,mefr,coca,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,hbc,era,wasu,peb,N/A,no,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,hbc,pean,coca,peb,N/A,no,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,wasu,hbc,peb,N/A,N/A,no,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,coca,cbb,fi,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,coca,mefr,hbc,atc,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,mefr,coca,mefr,N/A,N/A,no,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,coca,enco,cbb,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,cbb,enco,enco,coca,N/A,no,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,corynactis,coca,enco,enco,enco,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,same organism,same organism,seb,peb,N/A,no,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,same organism,mefr,hbc,dica,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,same organism,same organism,same organism,seb,N/A,no,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,same organism,coca,dili,trsp,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,coca,same organism,plsp,dili,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,same organism,coca,enco,atc,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,same organism,same organism,enco,dica,N/A,no,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,coca,pean,pean,ndsh,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,coca,same organism,same organism,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,same organism,atc,ndsh,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,same organism,enco,atc,N/A,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,same organism,coca,same organism,dili,N/A,neighbor 1 and 2,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,same organism,csbu,enco,trsp,N/A,neighbor 1,
Naples_(10/June/2015),IMG_2973.CR2,Naples,7,vertical,2,26,,,,no,mesocentrotus,same organism,mefr,coca,seb,N/A,"neighbor 1, 2, and 3",
